Identifier,Name,Description,Organisational Structure,Primary Activity,Activities,Combined Activities,Street Address,Locality,Region,Postcode,Country ID,Territory ID,Website,Phone,Email,Twitter,Facebook,Companies House Number,Qualifiers,Membership Type,Latitude,Longitude,Geo Container,Geo Container Latitude,Geo Container Longitude,Relationship
OaTflzXxnXW1jT,Oxford Poetry Library,"Oxford Poetry Library aims to provide a space in Oxford for people to access and talk about poetry, discover new writing, and be platformed as local writers. As a library, we promote collective ownership, shared resources, and knowledge shared through collaboration in community spaces. It is free to join the library and anyone can borrow books, with no late fees or punishing fines for overdues. We operate out of a big custom-built purple cargo bike, peddling (and pedalling) our wares to farmers markets, festivals, and street events throughout the city for all sorts of people to discover all sorts of poetry. A lot of our work is focused on marginalized groups (such as young people, the homeless and vulnerably housed, and mental health charities), collaborating with other organizations to promote access to literature for people who might not otherwise have it. We also sell zines, books, and magazines created or produced locally and by Oxford writers, run regular events, workshops, and reading groups.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS10;https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS20,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM10,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM10;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80,"Community Works, 21 Park End Street",Oxford,,OX1 1HU,GB,,https://oxfordpoetrylibrary.wordpress.com/,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX11HU,51.752504,-1.268489,""
ObpXj7iFSdcB5p,Rose Hill Community Larder,,,,,"","Rose Hill Community Centre, Carole’s Way, Rose Hill",Oxford,,OX4 4HF,GB,,http://www.sofea.uk.com,,"",,,,,,51.725839,-1.230371,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX44HF,51.726469,-1.230990,""
OgFoOCh47ZQSt2,Broken Spoke Bike Coop,"The Broken Spoke Bike Co-op is a community business that aims to create an open, inclusive, collaborative and environmentally aware fixing & cycling community in Oxford(shire) by enabling people from all backgrounds to fix and ride cycles.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS20;https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS30;https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS40;https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM70;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM70;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80,St Thomas School;Osney Lane,Oxford,,OX1 1NJ,GB,,http://www.bsbcoop.org,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX11NJ,51.751144,-1.266700,""
QSrv9AdIPYLq4j,Transition by Design,"Oxford based architecture & design cooperative. Specialising in green architecture, Passivhaus, community-led housing, participatory design and meanwhile use.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS60,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM90,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM90,"Makespace Oxford, 1 Aristotle Lane",Oxford,,OX2 6TP,GB,,https://transitionbydesign.org/,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX26TP,51.767832,-1.269632,""
QY380nl58zadvN,PodTech,"As a Community Interest Company, PODTech aims to increase digital capacity in vulnerable clients and excluded young persons. Through our mentorship and training participants can become better adapted for a growing digital paradigm. Our ever evolving range of resources will increase digital capacity in local communities.",,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM70,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM70,"",Oxford,,,GB,,https://podtech.org/,,"",,,,,,,,,,,""
QtG7nddXz6dsxq,Oxford Printmakers Coop,,,,,"","Christadelphian Hall
Tyndale Road",Oxford,,OX4 1JL,GB,,https://oxfordprintmakers.co.uk/,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX41JL,51.749671,-1.241359,""
SHVp4IIAN7rAik,The Children's Allotment,"We are a community group creating an inclusive outdoor education space for the local community in the East Ward Allotments on Cricket Rd. Our focus is on providing cooperative childcare, outdoor learning and growing for families and children.


 

.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS100,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM60,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM60,East Ward Allotments;Cricket Road,Oxford,,OX4 3DJ,GB,,http://thechildrensallotment.org/,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX43DJ,51.739829,-1.226709,""
St9YYJAsjO9iP4,Woodcraft Folk,"Woodcraft Folk Is the co-operative children and young people's movement. We run hundreds of grassroots education groups in towns and cities across the UK where young people of all ages meet to play games, make friends and learn about big ideas from climat",,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30,,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30,"",Oxford,,OX4 1JA,GB,,,,"",,,,,,,,,,,""
T5kdnVmnRVTvlZ,"Flo's, The Place in the Park","Flo’s the Place in the Park is a community hub in Florence Park. We are a place for people from all walks of life. Our aim is to build better opportunities for the community to work, eat, play, learn and connect with each other, reducing inequalities and supporting  the environment.

We do this by responding to local needs and by running community businesses that sustain the local economy and help a wide variety of people to thrive. 

At Flo’s you can find a Cafe, a plastic free refill shop, a nature based nursery, the Isis Community midwives, lots of activities for families, rooms to hire, events and community impact projects on the themes of Food, Family and Nature. We are active and founding members of the OX4 Food Crew, and have incubated new diversity led social enterprises , as well as bringing disused spaces back into community use.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM10;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM60;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM70;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM10;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM60;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM70;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80,"Rymers Lane, Oxford, OX4 3JZ",Oxford,,OX4 3JZ,GB,,https://www.flosoxford.org.uk/about-us/,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX43JZ,51.735759,-1.221854,Partner project
TV0OM41bPUns23,Barton Community Cupboard,,,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM60,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM60;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80,"Barton Neighbourhood Centre, Underhill Circus, Barton, Headington",Oxford,,OX3 9LS,GB,,https://www.bartoncommunityassociation.com/neighbourhood-centre/food-bank/,,"",,,,,,51.76786,-1.19638,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX39LS,51.767787,-1.196523,""
TeJKSbxVwWUbeS,The Project PT,,,,,"","",Oxford,,,GB,,http://www.theprojectpt.com/,,"",,,,,,,,,,,""
Uoyg3920QBneuW,Phoenix Counselling Coop,"Phoenix Counselling Cooperative is an Oxfordshire-based group run by experienced and trained counsellors, who specialise in working with young people and adults in educational settings. Over the last twenty years we have worked in a variety of settings from youth centres, to schools and early intervention hubs. We tailor the counselling we offer to the specific needs of each client.

We want to provide high-quality counselling which is free at the point of delivery to young people in schools, as well as counselling and restorative supervision to staff working in educational settings. We believe that counselling should be easily accessible to young people and adults wherever possible, including to those who cannot afford private therapy.",,,,"",17 Meadow Prospect,Oxford,,OX2 8PP,GB,,https://www.phoenixcoop.co.uk/,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX28PP,51.782807,-1.292382,""
VhD0jyoofqwmRP,EOF Hackspace,"EOF Hackspace is an open community of makers, inventors and repairers who come together to share knowledge, tools and space. Our location at Makespace Oxford offers us a workshop space to work on all kinds of projects, including collaborations with Brookes University, Oxfordshire County Library, the Ashmolean Museum and more. We offer workshops in a variety of topics including 3D printing, digital electronics (Arduino and Raspberry Pi), special makeup effects, laser etching wood and plastics, and as our membership grows we will adapt to the interests of our members.

",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS10;https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS20;https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS50;https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS60;https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS120,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM10;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM10;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40,Aristotle House;1 Aristotle Lane,Oxford,,OX2 6TP,GB,,https://eof.org.uk/,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX26TP,51.767832,-1.269632,""
VwQZNUELwKj5sI,Fairtrade@stmichaels,,,,,"","St. Michael at the North Gate (in The Basement), Cornmarket Street, Oxford, OX1 3EY",Oxford,,OX1 3EY,GB,,http://www.fairtradeatstmichaels.co.uk,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX13EY,51.753502,-1.258448,""
WSe1sbM0n52MJc,Oxfordshire Asian Women's Voices,"Oxfordshire Asian Women's Voice was set up to provide support and advice to Asian women in their native language. Currently we run from Rose Hill Community Centre. We respond to the needs and requests from our members, providing support in a range of areas from learning new skills to accessing services and support against domestic violence.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS10,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20,Rose Hill Community Centre;Carole’s Way;Rose Hill,Oxford,,OX4 4HF,GB,,https://www.facebook.com/oxfordshireasianwomensvoice/,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX44HF,51.726469,-1.230990,""
XCISJLLNXJ1Hsv,Incredible Edible,"We have a number of edible beds around Oxford – consisting of culinary, medicinal herbs, fruit tree guilds and perennial vegetables.
We also have a Forest Garden in Florence Park, showcasing medicinal, pollinator and dye plants, as well as perennial salad leaves.
The beds are used for regular gardening sessions and free workshops, designed to encourage others to grow their own.
We run edible hanging basket events and work with a local secondary school with edible planting.
These activities are funded by three other areas of income generating activity – Nursery, Design and Education.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS20;https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS30,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM60,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM60,Florence Park,Oxford,,OX4 3NP,GB,,http://www.edibleoxford.org,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX43NP,51.735072,-1.222663,""
XN5mfIZo0feAMY,Damascus Rose Kitchen,"Damascus Rose Kitchen’s story began with a few refugee women based in Oxford, who decided to unite and share their culture by preparing Middle Eastern dishes for their community. In doing so, they were able to preserve a part of the story and identity that they had to leave behind.
The women are skilled cooks and put their hearts into making a variety of traditional dishes, presented with the hospitality prevalent in the culture of Syria, where many of them are from.
Together, they empower themselves and form a close-knit community that aims to empower other refugee women to make social connections, improve their language skills and develop their independence in the UK. The way to their new home was not paved with roses, but by supporting them each of us contributes to seeing the Damascus Rose in bloom again. 

We deliver to events in Oxford and can tailor meals based on dietary requirements. Our ingredients are sourced in order to limit food waste while maintaining the highest quality, and we work with the Oxford Food Hub to save and redistribute surplus. 
damascusrosekitchen@gmail.com

Having previously served their delicious food at venues such as Flo’s café, Damascus Rose Kitchen now warmly welcomes its customers at the Old Fire Station Café.
Old Fire Station, 40 George Street, Oxford OX1 2AQ
Tuesday-Saturday, 10am -  3pm.
Email us for questions and reservations: cafe@oldfirestation.org.uk or call 01865 263980
",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS120,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM60,,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM60,"Old Fire Station Cafe, 40 George Street, Oxford",Oxford,,OX1 2AQ,GB,,https://www.damascusrosekitchen.org/,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX12AQ,51.753573,-1.262532,""
Y3Y69HSZ6y3prW,Owned by Oxford,"Owned by Oxford is working to build a community-led economy in our City. We are a partnership of grass roots community enterprises and infrastructure projects working with larger anchor institutions, to test out and innovate new ideas. 

We want to create a fairer, more inclusive economy in Oxford, that puts people, planet and wellbeing before profit.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS10;https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS20,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM50;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM70,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM50;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM70,"Makespace Oxford, 1 Aristotle Lane",Oxford,,OX2 6TP,GB,,https://ownedbyoxford.org.uk/,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX26TP,51.767832,-1.269632,""
YQsjtFcjsYQEC0,Waste2Taste,,,,,"","Waste2Taste, Ark-T Centre, Crowell Road",Oxford,,OX4 3LN,GB,,http://www.waste2taste.co.uk,,"",,,,,,51.73189,-1.21843,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX43LN,51.730919,-1.218708,""
aO0Bpl1DjV5T08,OCLT (Oxon Community Land Trust),"We’re committed to creating permanently-affordable homes in the city and county

A Community Land Trust (a CLT) is an organisation set up to own and manage land by and for a local community. Through this organisation, the land is owned by the community in perpetuity and used for the explicit benefit of that community. It might be used for any purpose which benefits the community to which it is linked: housing, workspace, leisure or horticulture.

There are various legal structures which can underpin a CLT but one key aspect of the idea is that the land cannot be sold off for private gain. Through this mechanism (called an asset lock), the CLT aims to ensure permanent and affordable access to the land for whichever purpose the community needs.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM90,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM90;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30,55 Henley Avenue,Oxford,,OX4 4DJ,GB,,https://www.oclt.org.uk/about/,,fran.ryan@oclt.org.uk,,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX44DJ,51.733723,-1.230679,Support Organisation
bdj1HUWyLdixYI,West Oxford Community Renewables,,,,,"","c/o SPX Oxford Ltd
Peace House
Paradise Street",Oxford,,OX1 1LD,GB,,http://www.wocore.org.uk,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX11LD,51.750734,-1.262940,""
dJ1hGzLcwU45eW,Transition Lighthouse,"Transition Lighthouse  Empowerment/Coaching Space offers advocacy, activist and authentic empowerment to its clients by focusing on providing personal and specialized services to meet each client specific needs.

My knowledge and qualifications in NLP, my lived experience, the childhood traumatic events and the skills in using modalities to improve my mindset and recover from early childhood trauma. 

I offer client-centred holistic approach which sees the client as a powerful, active participant in their own healing. I am a non-judgemental compassionate warm people person, coaching to transform.

​My skills are gained through qualified courses in Youth Mentoring, Life Coaching, MBTI training, Masters Practitioner of Neuro Linguistic Programing (NLP) and National Pharmacy Association healthy living champion courses.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS120,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30,58 Between Towns Rd,Oxford,,OX4 3LR,GB,,https://transitionlighthouse.weebly.com/,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX43LR,51.732402,-1.217162,Enterprise or Initiative;Steering Group
dZouA0LkyisdFa,CAG Oxfordshire,"We are a network of almost 100 community action groups working across Oxfordshire to make it a safer, fairer, greener, more sustainable place to live, work and visit. Together, we’re building an Oxfordshire with resilient and empowered communities, so that people and planet can thrive within ecological limits. Started in 2001, the network is the largest of its kind in the UK.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS100,,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM10;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM50;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM60;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM90,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM10;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM50;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM60;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM90,"Makespace, 1 Aristotle Lane, Oxford, UK",Oxford,,OX2 6TP,GB,,https://www.cagoxfordshire.org.uk/,,anna@cagoxfordshire.org.uk,,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX26TP,51.767832,-1.269632,Consortium Partner;ObO Staff Team;Steering Group;Support Organisation
fFtnKriuKFmpF0,Cutteslowe Community Centre,"Cutteslowe Community Centre is home to a wide range of activities and events enjoyed by many members of the community, young and old alike. We are located beside Sunnymead Park and just over the bridge from Cutteslowe Park. We hold and host many regular activities a week including, mother and tot's play, youth groups, after school clubs, Zumba fitness, senior's group and many more. We are also available to hire, by the room or the whole centre, with a fully functioning kitchen, toilet facilities and wheelchair access, which has made us a very popular venue for private events such as birthday parties and other special occasions as well as in individual groups or organisational meetings, conferences and training. In keeping with the community spirit, we also hold open door events including table top sales, bingo, community lunch and summer activities in the park. ​
The Cutteslowe Community Association supports the local residents and aims to advance education and to provide facilities in the interests of social welfare for recreation and leisure time occupation with the object of improving the conditions of life for local people. It is non‑party in politics and non‑sectarian in religion. It aims to benefit Cutteslowe and the surrounding district.
The Community Centre is owned by Oxford City Council and lies on the edge of Cutteslowe and Sunnymead park, the largest park in Oxford. It is also close to the River Cherwell, a tributary of the Thames. There are several areas of managed woodland where thousands of trees have been planted over the last few years and areas where wetlands and further woodland could be extended. There is also nearby Council owned land which could be used to provide natural enclaves, community gardens, orchards and allotments. The Cutteslowe Allotments were once larger than the present 1.7 acres but are still thriving and fully subscribed.
",,,,"",31 Wren Road,Oxford,,OX2 7SX,GB,,http://www.cutteslowecommunity.org.uk,,"",,,,,,51.78702,-1.2602,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX27SX,51.786176,-1.261232,""
fQLgIDodLAbr7L,Red Learning Coop,"The RED Learning Cooperative brings together practitioners and activists with many years of experience of working with Trade Unions, Non-Governmental Organisations, Social Enterprises, Charities, Community groups and the Cooperative Movement. We have a passion for working collaboratively to develop critically reflective, radical education.
We offer research and education, for personal and collective agency and empowerment.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS60,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20,"",Oxford,,OX1,GB,,,,"",,,,,,,,,,,""
gIEccwWrfUcMah,Oxfordshire Cooperative Training Scheme,,,,,"","",Oxford,,,GB,,https://www.octs.org.uk/courses-2020/,,"",,,,,,,,,,,""
h2i4cyH1O1Gr5g,Rose Hill Community Association,,,,,"","Rose Hill Community Centre
The Oval",Oxford,,OX4 4UY,GB,,,,"",,,,,,,,,,,""
hohA2F1Q6kUBKH,Oxford Green Print,"Oxford GreenPrint is a workers’ co-operative providing ethical, low impact printing to community groups, campaign groups, NGOs and businesses both in Oxford and across the UK. All their printing is done on recycled paper or card using renewable energy.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS60,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM70,,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM70,East Oxford Community Centre;OARC (Room 1) upstairs;44 Princes Street,Oxford,,OX4 1DD,GB,,http://oxfordgreenprint.com/,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX41DD,51.748957,-1.236649,""
kGPp0GKEP00JhZ,Florence Park Social Club,,,,,"",Cornwallis Road,Oxford,,OX4 3NH,GB,,http://www.florenceparkcommunitycentre.org.uk,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX43NH,51.734828,-1.230588,""
kipjNNX0MHVJCl,Syrian Sisters,"Syrian Sisters Women's Group offers a support network for refugee women who have recently arrived in Oxford. It helps them make new friends, learn about Oxford and the UK, and build their skills. The core of the group's activities is a weekly meeting at Rose Hill Community Centre where the women gather with their children to socialise, attend training workshops, do crafts and discuss any challenges they're facing.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS20,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80,"Rose Hill Community Centre, Carole’s Way, Oxford ",Oxford,,OX4 4HF,GB,,https://www.syriansisters.com/,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX44HF,51.726469,-1.230990,""
lmdyyQFJvSJXi9,East Oxford Farmers' Market,"East Oxford Farmers' & Community Market started in August 2006 and is a non-profit Community Benefit Society run by a committee and a group of volunteers.
The market is a provides food staples such as bread, eggs, milk, vegetables, cheese, meats, as well as dried foods, other food products, and a café. The market also provides refills for cleaning supplies as well as non food items such as jewellery, clothing, books, antiques, and plastic free products. Most food producers are from within 30 miles of Oxford and the market also includes local small businesses. The market is wheelchair accessible both inside and outside.",https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS20;https://dev.lod.coop/essglobal/2.1/standard/organisational-structure/OS130,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM60,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM10;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM70;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80,https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM60;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM10;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM20;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM30;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM40;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM70;https://dev.lod.coop/essglobal/2.1/standard/activities-modified/AM80,East Oxford Primary School;32A Union Street,Oxford,,OX4 1JP,GB,,https://www.eastoxfordmarket.org.uk/,,"",,,,,,,,http://data.ordnancesurvey.co.uk/id/postcodeunit/OX41JP,51.748851,-1.235666,""
